"REF_DATE","GEO","DGUID","Age","Type of institution attended","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018/2019","Canada","2016A000011124","25 years old","Elementary/High School","Percent","239","units","0","v99908393","1.11.2","0","D","","","0"
"2018/2019","Canada","2016A000011124","25 years old","College","Percent","239","units","0","v99908394","1.11.3","7","B","","","0"
"2018/2019","Canada","2016A000011124","25 years old","University","Percent","239","units","0","v99908395","1.11.4","10","B","","","0"
"2018/2019","Canada","2016A000011124","26 years old","Total type of institution attended","Percent","239","units","0","v99908396","1.12.1","14","B","","","0"
"2018/2019","Canada","2016A000011124","26 years old","Elementary/High School","Percent","239","units","0","v99908397","1.12.2","0","D","","","0"
"2018/2019","Canada","2016A000011124","26 years old","College","Percent","239","units","0","v99908398","1.12.3","5","B","","","0"
"2018/2019","Canada","2016A000011124","26 years old","University","Percent","239","units","0","v99908399","1.12.4","9","B","","","0"
"2018/2019","Canada","2016A000011124","27 years old","Total type of institution attended","Percent","239","units","0","v99908400","1.13.1","11","B","","","0"
"2018/2019","Canada","2016A000011124","27 years old","Elementary/High School","Percent","239","units","0","v99908401","1.13.2","1","C","","","0"
"2018/2019","Canada","2016A000011124","27 years old","College","Percent","239","units","0","v99908402","1.13.3","4","B","","","0"
"2018/2019","Canada","2016A000011124","27 years old","University","Percent","239","units","0","v99908403","1.13.4","7","B","","","0"
"2018/2019","Canada","2016A000011124","28 years old","Total type of institution attended","Percent","239","units","0","v99908404","1.14.1","9","B","","","0"
"2018/2019","Canada","2016A000011124","28 years old","Elementary/High School","Percent","239","units","0","v99908405","1.14.2","","x","","","0"
"2018/2019","Canada","2016A000011124","28 years old","College","Percent","239","units","0","v99908406","1.14.3","3","B","","","0"
"2018/2019","Canada","2016A000011124","28 years old","University","Percent","239","units","0","v99908407","1.14.4","5","B","","","0"
"2018/2019","Canada","2016A000011124","29 years old","Total type of institution attended","Percent","239","units","0","v99908408","1.15.1","7","B","","","0"
"2018/2019","Canada","2016A000011124","29 years old","Elementary/High School","Percent","239","units","0","v99908409","1.15.2","0","D","","","0"
"2018/2019","Canada","2016A000011124","29 years old","College","Percent","239","units","0","v99908410","1.15.3","2","B","","","0"
"2018/2019","Canada","2016A000011124","29 years old","University","Percent","239","units","0","v99908411","1.15.4","5","B","","","0"
