"REF_DATE","GEO","DGUID","Type of sales","Type of beverage","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1996","Nova Scotia","","Total sales","Beer","Litres","203","thousands","3","v28463271","4.1.4","2811","","","","0"
"1996","Nova Scotia","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463272","4.2.1","6.9","","","","1"
"1996","Nova Scotia","","Total per capita sales","Spirits","Litres","203","units ","0","v28463273","4.2.2","2.5","","","","1"
"1996","Nova Scotia","","Total per capita sales","Wine","Litres","203","units ","0","v28463274","4.2.3","0.6","","","","1"
"1996","Nova Scotia","","Total per capita sales","Beer","Litres","203","units ","0","v28463275","4.2.4","3.8","","","","1"
"1996","New Brunswick","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463276","5.1.1","3811","","","","0"
"1996","New Brunswick","","Total sales","Spirits","Litres","203","thousands","3","v28463277","5.1.2","1138","","","","0"
"1996","New Brunswick","","Total sales","Wine","Litres","203","thousands","3","v28463278","5.1.3","326","","","","0"
"1996","New Brunswick","","Total sales","Beer","Litres","203","thousands","3","v28463279","5.1.4","2347","","","","0"
"1996","New Brunswick","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463280","5.2.1","6.3","","","","1"
"1996","New Brunswick","","Total per capita sales","Spirits","Litres","203","units ","0","v28463281","5.2.2","1.9","","","","1"
"1996","New Brunswick","","Total per capita sales","Wine","Litres","203","units ","0","v28463282","5.2.3","0.5","","","","1"
"1996","New Brunswick","","Total per capita sales","Beer","Litres","203","units ","0","v28463283","5.2.4","3.9","","","","1"
"1996","Quebec","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463284","6.1.1","40870","","","","0"
"1996","Quebec","","Total sales","Spirits","Litres","203","thousands","3","v28463285","6.1.2","5226","","","","0"
"1996","Quebec","","Total sales","Wine","Litres","203","thousands","3","v28463286","6.1.3","8529","","","","0"
"1996","Quebec","","Total sales","Beer","Litres","203","thousands","3","v28463287","6.1.4","27115","","","","0"
"1996","Quebec","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463288","6.2.1","7.0","","","","1"
"1996","Quebec","","Total per capita sales","Spirits","Litres","203","units ","0","v28463289","6.2.2","0.9","","","","1"
"1996","Quebec","","Total per capita sales","Wine","Litres","203","units ","0","v28463290","6.2.3","1.5","","","","1"
"1996","Quebec","","Total per capita sales","Beer","Litres","203","units ","0","v28463291","6.2.4","4.6","","","","1"
"1996","Ontario","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463292","7.1.1","65236","","","","0"
"1996","Ontario","","Total sales","Spirits","Litres","203","thousands","3","v28463293","7.1.2","17716","","","","0"
"1996","Ontario","","Total sales","Wine","Litres","203","thousands","3","v28463294","7.1.3","9719","","","","0"
"1996","Ontario","","Total sales","Beer","Litres","203","thousands","3","v28463295","7.1.4","37801","","","","0"
"1996","Ontario","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463296","7.2.1","7.4","","","","1"
"1996","Ontario","","Total per capita sales","Spirits","Litres","203","units ","0","v28463297","7.2.2","2.0","","","","1"
"1996","Ontario","","Total per capita sales","Wine","Litres","203","units ","0","v28463298","7.2.3","1.1","","","","1"
"1996","Ontario","","Total per capita sales","Beer","Litres","203","units ","0","v28463299","7.2.4","4.3","","","","1"
"1996","Manitoba","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463300","8.1.1","6500","","","","0"
"1996","Manitoba","","Total sales","Spirits","Litres","203","thousands","3","v28463301","8.1.2","2442","","","","0"
"1996","Manitoba","","Total sales","Wine","Litres","203","thousands","3","v28463302","8.1.3","626","","","","0"
"1996","Manitoba","","Total sales","Beer","Litres","203","thousands","3","v28463303","8.1.4","3432","","","","0"
"1996","Manitoba","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463304","8.2.1","7.3","","","","1"
"1996","Manitoba","","Total per capita sales","Spirits","Litres","203","units ","0","v28463305","8.2.2","2.8","","","","1"
"1996","Manitoba","","Total per capita sales","Wine","Litres","203","units ","0","v28463306","8.2.3","0.7","","","","1"
"1996","Manitoba","","Total per capita sales","Beer","Litres","203","units ","0","v28463307","8.2.4","3.9","","","","1"
"1996","Saskatchewan","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463308","9.1.1","5198","","","","0"
"1996","Saskatchewan","","Total sales","Spirits","Litres","203","thousands","3","v28463309","9.1.2","2072","","","","0"
"1996","Saskatchewan","","Total sales","Wine","Litres","203","thousands","3","v28463310","9.1.3","365","","","","0"
"1996","Saskatchewan","","Total sales","Beer","Litres","203","thousands","3","v28463311","9.1.4","2761","","","","0"
"1996","Saskatchewan","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463312","9.2.1","6.6","","","","1"
"1996","Saskatchewan","","Total per capita sales","Spirits","Litres","203","units ","0","v28463313","9.2.2","2.6","","","","1"
"1996","Saskatchewan","","Total per capita sales","Wine","Litres","203","units ","0","v28463314","9.2.3","0.5","","","","1"
"1996","Saskatchewan","","Total per capita sales","Beer","Litres","203","units ","0","v28463315","9.2.4","3.5","","","","1"
"1996","Alberta","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463316","10.1.1","17388","","","","0"
"1996","Alberta","","Total sales","Spirits","Litres","203","thousands","3","v28463317","10.1.2","6152","","","","0"
"1996","Alberta","","Total sales","Wine","Litres","203","thousands","3","v28463318","10.1.3","2032","","","","0"
"1996","Alberta","","Total sales","Beer","Litres","203","thousands","3","v28463319","10.1.4","9204","","","","0"
"1996","Alberta","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463320","10.2.1","8.1","","","","1"
"1996","Alberta","","Total per capita sales","Spirits","Litres","203","units ","0","v28463321","10.2.2","2.9","","","","1"
"1996","Alberta","","Total per capita sales","Wine","Litres","203","units ","0","v28463322","10.2.3","0.9","","","","1"
"1996","Alberta","","Total per capita sales","Beer","Litres","203","units ","0","v28463323","10.2.4","4.3","","","","1"
"1996","British Columbia","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463324","11.1.1","25247","","","","0"
"1996","British Columbia","","Total sales","Spirits","Litres","203","thousands","3","v28463325","11.1.2","7239","","","","0"
"1996","British Columbia","","Total sales","Wine","Litres","203","thousands","3","v28463326","11.1.3","4691","","","","0"
"1996","British Columbia","","Total sales","Beer","Litres","203","thousands","3","v28463327","11.1.4","13317","","","","0"
"1996","British Columbia","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463328","11.2.1","8.1","","","","1"
"1996","British Columbia","","Total per capita sales","Spirits","Litres","203","units ","0","v28463329","11.2.2","2.3","","","","1"
"1996","British Columbia","","Total per capita sales","Wine","Litres","203","units ","0","v28463330","11.2.3","1.5","","","","1"
"1996","British Columbia","","Total per capita sales","Beer","Litres","203","units ","0","v28463331","11.2.4","4.3","","","","1"
"1996","Yukon","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463332","12.1.1","302","","","","0"
"1996","Yukon","","Total sales","Spirits","Litres","203","thousands","3","v28463333","12.1.2","85","","","","0"
"1996","Yukon","","Total sales","Wine","Litres","203","thousands","3","v28463334","12.1.3","42","","","","0"
"1996","Yukon","","Total sales","Beer","Litres","203","thousands","3","v28463335","12.1.4","175","","","","0"
"1996","Yukon","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463336","12.2.1","12.6","","","","1"
"1996","Yukon","","Total per capita sales","Spirits","Litres","203","units ","0","v28463337","12.2.2","3.5","","","","1"
"1996","Yukon","","Total per capita sales","Wine","Litres","203","units ","0","v28463338","12.2.3","1.8","","","","1"
"1996","Yukon","","Total per capita sales","Beer","Litres","203","units ","0","v28463339","12.2.4","7.3","","","","1"
"1996","Northwest Territories including Nunavut","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463340","13.1.1","356","","","","0"
"1996","Northwest Territories including Nunavut","","Total sales","Spirits","Litres","203","thousands","3","v28463341","13.1.2","147","","","","0"
"1996","Northwest Territories including Nunavut","","Total sales","Wine","Litres","203","thousands","3","v28463342","13.1.3","27","","","","0"
"1996","Northwest Territories including Nunavut","","Total sales","Beer","Litres","203","thousands","3","v28463343","13.1.4","182","","","","0"
"1996","Northwest Territories including Nunavut","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463344","13.2.1","7.8","","","","1"
"1996","Northwest Territories including Nunavut","","Total per capita sales","Spirits","Litres","203","units ","0","v28463345","13.2.2","3.2","","","","1"
"1996","Northwest Territories including Nunavut","","Total per capita sales","Wine","Litres","203","units ","0","v28463346","13.2.3","0.6","","","","1"
"1996","Northwest Territories including Nunavut","","Total per capita sales","Beer","Litres","203","units ","0","v28463347","13.2.4","4.0","","","","1"
"1997","Canada","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463244","1.1.1","173390","","","","0"
"1997","Canada","","Total sales","Spirits","Litres","203","thousands","3","v28463245","1.1.2","45157","","","","0"
"1997","Canada","","Total sales","Wine","Litres","203","thousands","3","v28463246","1.1.3","28107","","","","0"
"1997","Canada","","Total sales","Beer","Litres","203","thousands","3","v28463247","1.1.4","100125","","","","0"
"1997","Canada","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463248","1.2.1","7.2","","","","1"
"1997","Canada","","Total per capita sales","Spirits","Litres","203","units ","0","v28463249","1.2.2","1.9","","","","1"
"1997","Canada","","Total per capita sales","Wine","Litres","203","units ","0","v28463250","1.2.3","1.2","","","","1"
"1997","Canada","","Total per capita sales","Beer","Litres","203","units ","0","v28463251","1.2.4","4.2","","","","1"
"1997","Newfoundland and Labrador","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463252","2.1.1","3425","","","","0"
"1997","Newfoundland and Labrador","","Total sales","Spirits","Litres","203","thousands","3","v28463253","2.1.2","1210","","","","0"
"1997","Newfoundland and Labrador","","Total sales","Wine","Litres","203","thousands","3","v28463254","2.1.3","161","","","","0"
"1997","Newfoundland and Labrador","","Total sales","Beer","Litres","203","thousands","3","v28463255","2.1.4","2055","","","","0"
"1997","Newfoundland and Labrador","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463256","2.2.1","7.5","","","","1"
"1997","Newfoundland and Labrador","","Total per capita sales","Spirits","Litres","203","units ","0","v28463257","2.2.2","2.6","","","","1"
"1997","Newfoundland and Labrador","","Total per capita sales","Wine","Litres","203","units ","0","v28463258","2.2.3","0.3","","","","1"
"1997","Newfoundland and Labrador","","Total per capita sales","Beer","Litres","203","units ","0","v28463259","2.2.4","4.5","","","","1"
"1997","Prince Edward Island","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463260","3.1.1","753","","","","0"
"1997","Prince Edward Island","","Total sales","Spirits","Litres","203","thousands","3","v28463261","3.1.2","259","","","","0"
"1997","Prince Edward Island","","Total sales","Wine","Litres","203","thousands","3","v28463262","3.1.3","64","","","","0"
"1997","Prince Edward Island","","Total sales","Beer","Litres","203","thousands","3","v28463263","3.1.4","430","","","","0"
"1997","Prince Edward Island","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463264","3.2.1","7.0","","","","1"
"1997","Prince Edward Island","","Total per capita sales","Spirits","Litres","203","units ","0","v28463265","3.2.2","2.4","","","","1"
"1997","Prince Edward Island","","Total per capita sales","Wine","Litres","203","units ","0","v28463266","3.2.3","0.6","","","","1"
"1997","Prince Edward Island","","Total per capita sales","Beer","Litres","203","units ","0","v28463267","3.2.4","4.0","","","","1"
"1997","Nova Scotia","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463268","4.1.1","5133","","","","0"
"1997","Nova Scotia","","Total sales","Spirits","Litres","203","thousands","3","v28463269","4.1.2","1838","","","","0"
"1997","Nova Scotia","","Total sales","Wine","Litres","203","thousands","3","v28463270","4.1.3","501","","","","0"
"1997","Nova Scotia","","Total sales","Beer","Litres","203","thousands","3","v28463271","4.1.4","2793","","","","0"
"1997","Nova Scotia","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463272","4.2.1","6.8","","","","1"
"1997","Nova Scotia","","Total per capita sales","Spirits","Litres","203","units ","0","v28463273","4.2.2","2.4","","","","1"
"1997","Nova Scotia","","Total per capita sales","Wine","Litres","203","units ","0","v28463274","4.2.3","0.7","","","","1"
"1997","Nova Scotia","","Total per capita sales","Beer","Litres","203","units ","0","v28463275","4.2.4","3.7","","","","1"
"1997","New Brunswick","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463276","5.1.1","3659","","","","0"
"1997","New Brunswick","","Total sales","Spirits","Litres","203","thousands","3","v28463277","5.1.2","1127","","","","0"
"1997","New Brunswick","","Total sales","Wine","Litres","203","thousands","3","v28463278","5.1.3","249","","","","0"
"1997","New Brunswick","","Total sales","Beer","Litres","203","thousands","3","v28463279","5.1.4","2283","","","","0"
"1997","New Brunswick","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463280","5.2.1","5.9","","","","1"
"1997","New Brunswick","","Total per capita sales","Spirits","Litres","203","units ","0","v28463281","5.2.2","1.8","","","","1"
"1997","New Brunswick","","Total per capita sales","Wine","Litres","203","units ","0","v28463282","5.2.3","0.4","","","","1"
"1997","New Brunswick","","Total per capita sales","Beer","Litres","203","units ","0","v28463283","5.2.4","3.7","","","","1"
"1997","Quebec","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463284","6.1.1","41368","","","","0"
"1997","Quebec","","Total sales","Spirits","Litres","203","thousands","3","v28463285","6.1.2","5214","","","","0"
"1997","Quebec","","Total sales","Wine","Litres","203","thousands","3","v28463286","6.1.3","9033","","","","0"
"1997","Quebec","","Total sales","Beer","Litres","203","thousands","3","v28463287","6.1.4","27121","","","","0"
"1997","Quebec","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463288","6.2.1","6.9","","","","1"
"1997","Quebec","","Total per capita sales","Spirits","Litres","203","units ","0","v28463289","6.2.2","0.9","","","","1"
"1997","Quebec","","Total per capita sales","Wine","Litres","203","units ","0","v28463290","6.2.3","1.5","","","","1"
"1997","Quebec","","Total per capita sales","Beer","Litres","203","units ","0","v28463291","6.2.4","4.5","","","","1"
"1997","Ontario","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463292","7.1.1","64076","","","","0"
"1997","Ontario","","Total sales","Spirits","Litres","203","thousands","3","v28463293","7.1.2","17246","","","","0"
"1997","Ontario","","Total sales","Wine","Litres","203","thousands","3","v28463294","7.1.3","10146","","","","0"
"1997","Ontario","","Total sales","Beer","Litres","203","thousands","3","v28463295","7.1.4","36684","","","","0"
"1997","Ontario","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463296","7.2.1","7.1","","","","1"
"1997","Ontario","","Total per capita sales","Spirits","Litres","203","units ","0","v28463297","7.2.2","1.9","","","","1"
"1997","Ontario","","Total per capita sales","Wine","Litres","203","units ","0","v28463298","7.2.3","1.1","","","","1"
"1997","Ontario","","Total per capita sales","Beer","Litres","203","units ","0","v28463299","7.2.4","4.1","","","","1"
"1997","Manitoba","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463300","8.1.1","6475","","","","0"
"1997","Manitoba","","Total sales","Spirits","Litres","203","thousands","3","v28463301","8.1.2","2428","","","","0"
"1997","Manitoba","","Total sales","Wine","Litres","203","thousands","3","v28463302","8.1.3","647","","","","0"
"1997","Manitoba","","Total sales","Beer","Litres","203","thousands","3","v28463303","8.1.4","3400","","","","0"
"1997","Manitoba","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463304","8.2.1","7.2","","","","1"
"1997","Manitoba","","Total per capita sales","Spirits","Litres","203","units ","0","v28463305","8.2.2","2.7","","","","1"
"1997","Manitoba","","Total per capita sales","Wine","Litres","203","units ","0","v28463306","8.2.3","0.7","","","","1"
"1997","Manitoba","","Total per capita sales","Beer","Litres","203","units ","0","v28463307","8.2.4","3.8","","","","1"
"1997","Saskatchewan","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463308","9.1.1","5192","","","","0"
"1997","Saskatchewan","","Total sales","Spirits","Litres","203","thousands","3","v28463309","9.1.2","2077","","","","0"
"1997","Saskatchewan","","Total sales","Wine","Litres","203","thousands","3","v28463310","9.1.3","373","","","","0"
"1997","Saskatchewan","","Total sales","Beer","Litres","203","thousands","3","v28463311","9.1.4","2743","","","","0"
"1997","Saskatchewan","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463312","9.2.1","6.6","","","","1"
"1997","Saskatchewan","","Total per capita sales","Spirits","Litres","203","units ","0","v28463313","9.2.2","2.6","","","","1"
"1997","Saskatchewan","","Total per capita sales","Wine","Litres","203","units ","0","v28463314","9.2.3","0.5","","","","1"
"1997","Saskatchewan","","Total per capita sales","Beer","Litres","203","units ","0","v28463315","9.2.4","3.5","","","","1"
"1997","Alberta","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463316","10.1.1","17632","","","","0"
"1997","Alberta","","Total sales","Spirits","Litres","203","thousands","3","v28463317","10.1.2","6261","","","","0"
"1997","Alberta","","Total sales","Wine","Litres","203","thousands","3","v28463318","10.1.3","2185","","","","0"
"1997","Alberta","","Total sales","Beer","Litres","203","thousands","3","v28463319","10.1.4","9186","","","","0"
"1997","Alberta","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463320","10.2.1","8.1","","","","1"
"1997","Alberta","","Total per capita sales","Spirits","Litres","203","units ","0","v28463321","10.2.2","2.9","","","","1"
"1997","Alberta","","Total per capita sales","Wine","Litres","203","units ","0","v28463322","10.2.3","1.0","","","","1"
"1997","Alberta","","Total per capita sales","Beer","Litres","203","units ","0","v28463323","10.2.4","4.2","","","","1"
"1997","British Columbia","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463324","11.1.1","25005","","","","0"
"1997","British Columbia","","Total sales","Spirits","Litres","203","thousands","3","v28463325","11.1.2","7264","","","","0"
"1997","British Columbia","","Total sales","Wine","Litres","203","thousands","3","v28463326","11.1.3","4675","","","","0"
"1997","British Columbia","","Total sales","Beer","Litres","203","thousands","3","v28463327","11.1.4","13065","","","","0"
"1997","British Columbia","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463328","11.2.1","8.0","","","","1"
"1997","British Columbia","","Total per capita sales","Spirits","Litres","203","units ","0","v28463329","11.2.2","2.3","","","","1"
"1997","British Columbia","","Total per capita sales","Wine","Litres","203","units ","0","v28463330","11.2.3","1.5","","","","1"
"1997","British Columbia","","Total per capita sales","Beer","Litres","203","units ","0","v28463331","11.2.4","4.2","","","","1"
"1997","Yukon","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463332","12.1.1","316","","","","0"
"1997","Yukon","","Total sales","Spirits","Litres","203","thousands","3","v28463333","12.1.2","89","","","","0"
"1997","Yukon","","Total sales","Wine","Litres","203","thousands","3","v28463334","12.1.3","45","","","","0"
"1997","Yukon","","Total sales","Beer","Litres","203","thousands","3","v28463335","12.1.4","182","","","","0"
"1997","Yukon","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463336","12.2.1","13.1","","","","1"
"1997","Yukon","","Total per capita sales","Spirits","Litres","203","units ","0","v28463337","12.2.2","3.7","","","","1"
"1997","Yukon","","Total per capita sales","Wine","Litres","203","units ","0","v28463338","12.2.3","1.9","","","","1"
"1997","Yukon","","Total per capita sales","Beer","Litres","203","units ","0","v28463339","12.2.4","7.6","","","","1"
"1997","Northwest Territories including Nunavut","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463340","13.1.1","356","","","","0"
"1997","Northwest Territories including Nunavut","","Total sales","Spirits","Litres","203","thousands","3","v28463341","13.1.2","145","","","","0"
"1997","Northwest Territories including Nunavut","","Total sales","Wine","Litres","203","thousands","3","v28463342","13.1.3","27","","","","0"
"1997","Northwest Territories including Nunavut","","Total sales","Beer","Litres","203","thousands","3","v28463343","13.1.4","184","","","","0"
"1997","Northwest Territories including Nunavut","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463344","13.2.1","7.9","","","","1"
"1997","Northwest Territories including Nunavut","","Total per capita sales","Spirits","Litres","203","units ","0","v28463345","13.2.2","3.2","","","","1"
"1997","Northwest Territories including Nunavut","","Total per capita sales","Wine","Litres","203","units ","0","v28463346","13.2.3","0.6","","","","1"
"1997","Northwest Territories including Nunavut","","Total per capita sales","Beer","Litres","203","units ","0","v28463347","13.2.4","4.1","","","","1"
"1998","Canada","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463244","1.1.1","176693","","","","0"
"1998","Canada","","Total sales","Spirits","Litres","203","thousands","3","v28463245","1.1.2","46085","","","","0"
"1998","Canada","","Total sales","Wine","Litres","203","thousands","3","v28463246","1.1.3","28948","","","","0"
"1998","Canada","","Total sales","Beer","Litres","203","thousands","3","v28463247","1.1.4","101660","","","","0"
"1998","Canada","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463248","1.2.1","7.3","","","","1"
"1998","Canada","","Total per capita sales","Spirits","Litres","203","units ","0","v28463249","1.2.2","1.9","","","","1"
"1998","Canada","","Total per capita sales","Wine","Litres","203","units ","0","v28463250","1.2.3","1.2","","","","1"
"1998","Canada","","Total per capita sales","Beer","Litres","203","units ","0","v28463251","1.2.4","4.2","","","","1"
"1998","Newfoundland and Labrador","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463252","2.1.1","3335","","","","0"
"1998","Newfoundland and Labrador","","Total sales","Spirits","Litres","203","thousands","3","v28463253","2.1.2","1199","","","","0"
"1998","Newfoundland and Labrador","","Total sales","Wine","Litres","203","thousands","3","v28463254","2.1.3","171","","","","0"
"1998","Newfoundland and Labrador","","Total sales","Beer","Litres","203","thousands","3","v28463255","2.1.4","1965","","","","0"
"1998","Newfoundland and Labrador","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463256","2.2.1","7.3","","","","1"
"1998","Newfoundland and Labrador","","Total per capita sales","Spirits","Litres","203","units ","0","v28463257","2.2.2","2.6","","","","1"
"1998","Newfoundland and Labrador","","Total per capita sales","Wine","Litres","203","units ","0","v28463258","2.2.3","0.4","","","","1"
"1998","Newfoundland and Labrador","","Total per capita sales","Beer","Litres","203","units ","0","v28463259","2.2.4","4.3","","","","1"
"1998","Prince Edward Island","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463260","3.1.1","714","","","","0"
"1998","Prince Edward Island","","Total sales","Spirits","Litres","203","thousands","3","v28463261","3.1.2","245","","","","0"
"1998","Prince Edward Island","","Total sales","Wine","Litres","203","thousands","3","v28463262","3.1.3","66","","","","0"
"1998","Prince Edward Island","","Total sales","Beer","Litres","203","thousands","3","v28463263","3.1.4","402","","","","0"
"1998","Prince Edward Island","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463264","3.2.1","6.6","","","","1"
"1998","Prince Edward Island","","Total per capita sales","Spirits","Litres","203","units ","0","v28463265","3.2.2","2.3","","","","1"
"1998","Prince Edward Island","","Total per capita sales","Wine","Litres","203","units ","0","v28463266","3.2.3","0.6","","","","1"
"1998","Prince Edward Island","","Total per capita sales","Beer","Litres","203","units ","0","v28463267","3.2.4","3.7","","","","1"
"1998","Nova Scotia","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463268","4.1.1","5202","","","","0"
"1998","Nova Scotia","","Total sales","Spirits","Litres","203","thousands","3","v28463269","4.1.2","1837","","","","0"
"1998","Nova Scotia","","Total sales","Wine","Litres","203","thousands","3","v28463270","4.1.3","538","","","","0"
"1998","Nova Scotia","","Total sales","Beer","Litres","203","thousands","3","v28463271","4.1.4","2827","","","","0"
"1998","Nova Scotia","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463272","4.2.1","6.8","","","","1"
"1998","Nova Scotia","","Total per capita sales","Spirits","Litres","203","units ","0","v28463273","4.2.2","2.4","","","","1"
"1998","Nova Scotia","","Total per capita sales","Wine","Litres","203","units ","0","v28463274","4.2.3","0.7","","","","1"
"1998","Nova Scotia","","Total per capita sales","Beer","Litres","203","units ","0","v28463275","4.2.4","3.7","","","","1"
"1998","New Brunswick","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463276","5.1.1","3761","","","","0"
"1998","New Brunswick","","Total sales","Spirits","Litres","203","thousands","3","v28463277","5.1.2","1104","","","","0"
"1998","New Brunswick","","Total sales","Wine","Litres","203","thousands","3","v28463278","5.1.3","343","","","","0"
"1998","New Brunswick","","Total sales","Beer","Litres","203","thousands","3","v28463279","5.1.4","2314","","","","0"
"1998","New Brunswick","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463280","5.2.1","6.1","","","","1"
"1998","New Brunswick","","Total per capita sales","Spirits","Litres","203","units ","0","v28463281","5.2.2","1.8","","","","1"
"1998","New Brunswick","","Total per capita sales","Wine","Litres","203","units ","0","v28463282","5.2.3","0.6","","","","1"
"1998","New Brunswick","","Total per capita sales","Beer","Litres","203","units ","0","v28463283","5.2.4","3.7","","","","1"
"1998","Quebec","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463284","6.1.1","41923","","","","0"
"1998","Quebec","","Total sales","Spirits","Litres","203","thousands","3","v28463285","6.1.2","5222","","","","0"
"1998","Quebec","","Total sales","Wine","Litres","203","thousands","3","v28463286","6.1.3","9155","","","","0"
"1998","Quebec","","Total sales","Beer","Litres","203","thousands","3","v28463287","6.1.4","27546","","","","0"
"1998","Quebec","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463288","6.2.1","6.9","","","","1"
"1998","Quebec","","Total per capita sales","Spirits","Litres","203","units ","0","v28463289","6.2.2","0.9","","","","1"
"1998","Quebec","","Total per capita sales","Wine","Litres","203","units ","0","v28463290","6.2.3","1.5","","","","1"
"1998","Quebec","","Total per capita sales","Beer","Litres","203","units ","0","v28463291","6.2.4","4.6","","","","1"
"1998","Ontario","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463292","7.1.1","65303","","","","0"
"1998","Ontario","","Total sales","Spirits","Litres","203","thousands","3","v28463293","7.1.2","17857","","","","0"
"1998","Ontario","","Total sales","Wine","Litres","203","thousands","3","v28463294","7.1.3","10445","","","","0"
"1998","Ontario","","Total sales","Beer","Litres","203","thousands","3","v28463295","7.1.4","37001","","","","0"
"1998","Ontario","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463296","7.2.1","7.1","","","","1"
"1998","Ontario","","Total per capita sales","Spirits","Litres","203","units ","0","v28463297","7.2.2","2.0","","","","1"
"1998","Ontario","","Total per capita sales","Wine","Litres","203","units ","0","v28463298","7.2.3","1.1","","","","1"
"1998","Ontario","","Total per capita sales","Beer","Litres","203","units ","0","v28463299","7.2.4","4.0","","","","1"
"1998","Manitoba","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463300","8.1.1","6589","","","","0"
"1998","Manitoba","","Total sales","Spirits","Litres","203","thousands","3","v28463301","8.1.2","2460","","","","0"
"1998","Manitoba","","Total sales","Wine","Litres","203","thousands","3","v28463302","8.1.3","678","","","","0"
"1998","Manitoba","","Total sales","Beer","Litres","203","thousands","3","v28463303","8.1.4","3451","","","","0"
"1998","Manitoba","","Total per capita sales","Total alcoholic beverages","Litres","203","units ","0","v28463304","8.2.1","7.3","","","","1"
"1998","Manitoba","","Total per capita sales","Spirits","Litres","203","units ","0","v28463305","8.2.2","2.7","","","","1"
"1998","Manitoba","","Total per capita sales","Wine","Litres","203","units ","0","v28463306","8.2.3","0.8","","","","1"
"1998","Manitoba","","Total per capita sales","Beer","Litres","203","units ","0","v28463307","8.2.4","3.8","","","","1"
"1998","Saskatchewan","","Total sales","Total alcoholic beverages","Litres","203","thousands","3","v28463308","9.1.1","5331","","","","0"
